a,movieId,title,genres,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,count
14974,75406,"Carter, The (2009)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17679,88889,From Beijing with Love (1994),Action|Comedy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17301,87300,Eyes of the Mothman (2011),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22307,107217,The Nutcracker in 3D (2009),Action|Children|Fantasy|Musical,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
17251,87081,Penny Dreadful (2006),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17238,87051,"King of Escape, The (Le roi de l'évasion) (2009)",Adventure|Comedy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15172,77353,Achilles and the Tortoise (Akiresu to kame) (2008),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15171,77351,Glory to the Filmmaker! (Kantoku · Banzai!) (2007),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22592,108220,"Square, The (Al Midan) (2013)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22590,108216,Cargo (2013),Action|Drama|Fantasy|Horror,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
17247,87071,All Is Forgiven (Tout est pardonné) (2007),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15160,77316,City of Life and Death (Nanjing! Nanjing!) (2009),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7164,7276,Hell's Kitchen (1998),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15159,77312,"Genova (Summer in Genoa, A) (2008)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14224,71341,Blood Creek (a.k.a. Town Creek) (2009),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14232,71374,Hellraiser: Hellworld (2005),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15178,77370,Tenure (2009),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14233,71376,Chronicle of an Escape (Crónica de una fuga) (2006),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2234,2319,Reach the Rock (1998),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15149,77264,Ballet Shoes (2007),Children|Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15148,77259,Circle of Eight (2009),Horror|Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15146,77238,Decision Before Dawn (1951),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17257,87100,Loft (2010),Comedy|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7156,7268,Love at Large (1990),Romance|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17258,87103,Vieraalla maalla (2003),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17259,87105,Open Season 3 (2010),Animation|Children|Comedy,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14240,71404,"3 Worlds of Gulliver, The (1960)",Adventure|Fantasy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3545,3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15181,77416,Chained Heat (1983),Action|Crime|Drama|Thriller,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17705,89014,Passing Fancy (Dekigokoro) (1933),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15192,77470,Stray Cat Rock: Sex Hunter (Nora-neko rokku: Sekkusu hanta) (1970),Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14187,71168,Beast from Haunted Cave (1959),Crime|Horror|Romance,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14189,71178,Street of Shame (Akasen chitai) (1956),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14190,71180,Padre padrone (1977),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15199,77517,Tobruk (1967),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
15197,77496,Night Train to Munich (1941),Film-Noir|Thriller|War,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
15194,77481,King of the Zombies (1941),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14193,71187,"Pilgrim, The (1923)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7177,7289,"Silent Night, Bloody Night (1973)",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14197,71203,Laid To Rest (2009),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4263,4358,Macabre (1958),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6422,6532,Up the Sandbox (1972),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14214,71280,"Wreck of the Mary Deare, The (1959)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17234,87040,"Housemaid, The (Hanyo) (1960)",Crime|Drama|Horror,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
15187,77449,Ben (1972),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2131,2215,Rich and Strange (1931),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22596,108243,Devil's Due (2014),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15184,77433,"Ten Commandments, The (1923)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14205,71246,Amreeka (2009),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6419,6529,Strange Bedfellows (1965),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3403,3493,Torso (1973),Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7169,7281,"Scream, Blacula, Scream! (1973)",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22288,107157,"Boy and the Pirates, The (1960)",Adventure|Fantasy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17260,87115,"Speed Of Thought, The (2011)",Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
17704,89010,Super 8 Stories (2001),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22556,108088,Monica Z (2013),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17290,87264,Brewster's Millions (1945),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15108,76811,It! The Terror from Beyond Space (1958),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
15107,76808,"Way I Spent the End of the World, The (Cum mi-am petrecut sfarsitul lumii) (2006)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15099,76753,"Final, The (2010)",Drama|Horror|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
14283,71556,How to Be a Serial Killer (2008),Comedy|Crime|Horror,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7139,7251,Where the Day Takes You (1992),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22304,107209,The Outsider (2014),Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15092,76729,Don McKay (2009),Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
15091,76722,"Oklahoma Kid, The (1939)",Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17689,88957,"Young One, The (1960)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4220,4315,Gabriela (2001),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15085,76709,Spider-Man: The Ultimate Villain Showdown (2002),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2136,2220,"Manxman, The (1929)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15084,76701,Love's Long Journey (2005),Drama|Romance|Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
17686,88934,"Lovely, Still (2008)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17292,87268,"Nightmare in Las Cruces, A (2011)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17293,87270,"Other Woman, The (2009)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15080,76680,Camille (2007),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20690,101335,Stolen Seas (2012),Adventure|Crime|Documentary,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17684,88925,Soloalbum (2003),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6394,6504,Gasoline (Benzina) (2001),Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7132,7244,"Beast of Yucca Flats, The (1961)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14303,71677,Gigante (2009),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17277,87218,He Ran All the Way (1951),Crime|Drama|Film-Noir,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
15113,76827,Trench Road (Juoksuhaudantie) (2004),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6402,6512,"Long Ships, The (1963)",Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17264,87170,Zombie Girl: The Movie (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17262,87166,Stolen (Stolen Lives) (2009),Crime|Drama|Mystery|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
7155,7267,Who's the Man? (1993),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14249,71442,"Plaisir, Le (1952)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15138,77208,Skin (2008),Drama|Mystery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14250,71444,Thirst (Pyaasa) (1957),Drama|Musical|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
14251,71446,"Muriel, or The Time of Return (Muriel ou Le temps d'un retour) (1963)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15136,77204,Sahara (1983),Adventure|Drama|Romance,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14252,71448,Xala (1975),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14254,71453,"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2224,2309,"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15129,77177,Wild China (2008),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15117,76860,Razorback (1984),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17267,87181,"Double Hour, The (La doppia ora) (2009)",Crime|Drama|Mystery|Romance|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
17699,88993,Laila (1929),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15125,77149,When Dinosaurs Ruled the Earth (1970),Adventure|Fantasy|Romance|Sci-Fi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
15123,77143,Caesar and Cleopatra (1945),Comedy|Drama|War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
14265,71486,Clubbed (2008),Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2223,2308,Detroit 9000 (1973),Action|Crime,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14268,71494,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
15118,76862,"Education of Charlie Banks, The (2007)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14274,71522,Unmistaken Child (2008),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14275,71525,A-Haunting We Will Go (1942),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14952,74937,Two-Minute Warning (1976),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17629,88670,Change of Plans (Le code a changé) (2009),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14950,74886,Taras Bulba (1962),Action|Adventure|Drama|Romance|War,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
22417,107627,"Physician, The (2013)",Adventure|Drama,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17527,88237,Griff the Invisible (2011),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20363,100010,Battle of Los Angeles (2011),Action|Sci-Fi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20527,100509,Tale of Tales (Skazka skazok) (1979),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14801,74097,Cabiria (1914),Adventure|Drama|War,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
14615,73111,There Was a Crooked Man... (1970),Comedy|Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6334,6443,"Big Trail, The (1930)",Adventure|Romance|Western,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
17420,87860,Strapped (2010),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20640,101170,"Borrowers, The (2011)",Adventure|Children|Fantasy,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17518,88192,"Poker House, The (2008)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3491,3582,"Jails, Hospitals & Hip-Hop (2000)",Comedy|Documentary|Drama,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
17510,88166,"Eversmile, New Jersey (1989)",Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14809,74127,Shriek of the Mutilated (1974),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14793,74017,"Fine Mess, A (1986)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14636,73170,Aaja Nachle (2007),Comedy|Musical|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
14792,74014,Silent Wedding (Nunta Muta) (2008),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17423,87872,Hunter Prey (2009),Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17505,88138,Snow Flower and the Secret Fan (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17502,88131,Love Crime (Crime d'amour) (2010),Crime|Mystery|Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
14786,73978,Unconquered (1947),Adventure|Drama|Romance|Western,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
17498,88118,"Perfect Host, The (2010)",Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17495,88110,Monogamy (2010) ,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14655,73240,"Matriarch, The (Lieksa!) (2007)",Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17415,87808,Street Without End (Kagirinaki hodo) (1934),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14607,73060,Film Geek (2005),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3494,3585,"Great Locomotive Chase, The (1956)",Adventure|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14587,72958,Mum & Dad (2008),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17407,87790,Three (a.k.a. 3) (2010),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17553,88339,"Four Times, The (Le Quattro Volte) (2010)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14563,72880,Flaming Creatures (1963),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14567,72899,Blissfully Yours (Sud sanaeha) (2002),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14826,74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
14575,72921,Snow White (1916),Fantasy|Romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
17542,88305,"Wedding in Blood (Noces rouges, Les) (1973)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14579,72929,"Art of Dying, The (El Arte de Morir) (2000)",Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
14580,72931,Tango (1981),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14815,74141,"Holy Innocents, The (Santos inocentes, Los) (1984)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14588,72960,Nasty Old People (2009),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6317,6426,"Far Country, The (1954)",Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14589,72980,Veronika Decides to Die (2009),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17414,87806,Who Are the DeBolts? [And Where Did They Get 19 Kids?] (1977),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22403,107584,Miffo (2003),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6311,6420,Night Passage (1957),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14596,73010,You Are So Beautiful (Je vous trouve très beau) (2005),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14810,74129,Four Eyed Monsters (2005),Comedy|Drama|Fantasy|Romance,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
6312,6421,"Rare Breed, The (1966)",Action|Drama|Romance|Western,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
7054,7166,"Young Black Stallion, The (2003)",Adventure|Children|Drama,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17532,88270,Peep World (2010),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14605,73051,Guru (2007),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17426,87878,King & Country (1964),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
14784,73954,Air Force (1943),Action|Drama|War,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17557,88347,Without Warning (1994),Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14746,73772,"Long Day Closes, The (1992)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14702,73469,Mr. Warmth: The Don Rickles Project (2007),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17466,88024,To Sleep with Anger (1990),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2161,2246,Stars and Bars (1988),Action|Comedy|Romance,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17462,88015,Elvis (1979),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14709,73494,Theodora Goes Wild (1936),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14710,73499,MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17445,87964,Breaking Upwards (2010),Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14712,73504,"Duchess of Langeais, The (a.k.a. Don't Touch the Axe) (Ne touchez pas la hache) (2007)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14748,73776,Fighter (2007),Action|Drama|Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14747,73774,The Baker's Wife (1938),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14743,73744,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
22448,107704,Justin Bieber's Believe (2013),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17461,88005,Laws of Gravity (1992),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22453,107718,State of Play (2003),Crime|Drama|Mystery,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14741,73730,Wrong Turn at Tahoe (2009),Action|Crime|Thriller,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7034,7146,What Alice Found (2003),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22459,107737,Bounty Killer (2013),Action|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
14725,73590,Quiet Chaos (Caos calmo) (2008),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14726,73608,Heat (1972),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17455,87992,Mammuth (2010),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17454,87990,"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier) (2010)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17451,87979,Five Minutes to Live (1961),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17443,87954,In Old Arizona (1928),Romance|Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6326,6435,Operation Pacific (1951),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
14778,73900,Hum Tum (2004),Comedy|Drama|Musical|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
22437,107675,Vendetta (2013),Action|Crime,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6329,6438,633 Squadron (1964),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17490,88092,Education for Death (1943),Animation|Comedy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14774,73879,Motocrossed (2001),Action|Children|Comedy|Romance,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17487,88078,Snowblind (2010),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17486,88075,And Then Came Lola (2009),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6323,6432,"Courtship of Eddie's Father, The (1963)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7040,7152,"Statement, The (2003)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
